BAUM_NR;BAUMART;PFLANZJAHR;STAMM_DM;KRONE_DM;HOEHE;STANDORT;X;Y
16176;Stiel-Eiche, Sommer-Eiche;1911;79;18;20;Wilstedter Weg;569713.58;5951430.44
16177;Stiel-Eiche, Sommer-Eiche;1936;56;16;20;Wilstedter Weg;569714.86;5951435.27
16178;Stiel-Eiche, Sommer-Eiche;1961;49;12;12;Wilstedter Weg;569701.11;5951448.12
16179;Stiel-Eiche, Sommer-Eiche;1966;38;10;14;Wilstedter Weg;569703.30;5951455.33
16180;Stiel-Eiche, Sommer-Eiche;1951;55;12;14;Wilstedter Weg;569706.48;5951462.99
16181;Stiel-Eiche, Sommer-Eiche;1921;81;16;18;Wilstedter Weg;569709.20;5951473.67
16182;Stiel-Eiche, Sommer-Eiche;1953;54;14;17;Wilstedter Weg;569711.44;5951480.92
16183;Stiel-Eiche, Sommer-Eiche;1941;63;10;13;Wilstedter Weg;569712.41;5951484.42
16184;Sand-Birke, Weiß-Birke, Warzen-Birke;1956;57;10;17;Wilstedter Weg;569739.96;5951507.67
16186;Stiel-Eiche, Sommer-Eiche;1931;63;15;15;Wilstedter Weg;569746.60;5951583.75
16187;Stiel-Eiche, Sommer-Eiche;1931;66;16;15;Wilstedter Weg;569748.52;5951591.59
16188;Stiel-Eiche, Sommer-Eiche;1916;84;16;17;Wilstedter Weg;569752.87;5951603.23
16191;Stiel-Eiche, Sommer-Eiche;1911;83;18;17;Wilstedter Weg;569767.19;5951647.36
16193;Stiel-Eiche, Sommer-Eiche;1936;59;14;15;Wilstedter Weg;569776.09;5951674.24
16194;Stiel-Eiche, Sommer-Eiche;1916;80;18;17;Wilstedter Weg;569786.03;5951703.54
16195;Stiel-Eiche, Sommer-Eiche;1931;71;16;18;Wilstedter Weg;569788.00;5951711.22
16196;Stiel-Eiche, Sommer-Eiche;1906;89;16;18;Wilstedter Weg;569789.91;5951718.08
16197;Rot-Buche;1871;115;18;17;Wilstedter Weg;569807.81;5951714.62
16201;Stiel-Eiche, Sommer-Eiche;1936;68;15;16;Wilstedter Weg;569811.54;5951788.09
16202;Stiel-Eiche, Sommer-Eiche;1971;31;5;14;Wilstedter Weg;569812.41;5951789.86
16203;Stiel-Eiche, Sommer-Eiche;1946;47;14;15;Wilstedter Weg;569814.48;5951793.15
16204;Stiel-Eiche, Sommer-Eiche;1961;38;10;14;Wilstedter Weg;569815.92;5951795.85
16205;Stiel-Eiche, Sommer-Eiche;1946;48;12;16;Wilstedter Weg;569814.79;5951796.90
16207;Stiel-Eiche, Sommer-Eiche;1936;59;12;17;Wilstedter Weg;569818.06;5951803.91
16209;Stiel-Eiche, Sommer-Eiche;1956;43;7;17;Wilstedter Weg;569821.79;5951815.33
16210;Stiel-Eiche, Sommer-Eiche;1946;52;16;18;Wilstedter Weg;569822.06;5951818.00
16211;Stiel-Eiche, Sommer-Eiche;1981;23;4;6;Wilstedter Weg;569822.74;5951819.52
16212;Stiel-Eiche, Sommer-Eiche;1951;52;11;17;Wilstedter Weg;569829.87;5951839.96
16215;Stiel-Eiche, Sommer-Eiche;1931;66;17;15;Wilstedter Weg;569884.20;5952005.01
16218;Schwarz-Pappel;1976;49;12;13;Wilstedter Weg;569892.74;5952029.92
16219;Schwarz-Pappel;1991;29;3;11;Wilstedter Weg;569894.06;5952033.41
16220;Schwarz-Pappel;1986;31;4;12;Wilstedter Weg;569894.54;5952034.77
16221;Sand-Birke, Weiß-Birke, Warzen-Birke;1994;16;3;9;Wilstedter Weg;569896.66;5952039.22
16222;Sand-Birke, Weiß-Birke, Warzen-Birke;1991;18;4;7;Wilstedter Weg;569897.24;5952042.00
16223;Sand-Birke, Weiß-Birke, Warzen-Birke;1991;16;3;8;Wilstedter Weg;569899.30;5952045.45
16224;Schwarz-Pappel;1981;39;7;14;Wilstedter Weg;569899.74;5952047.85
16225;Schwarz-Pappel;1986;29;3;13;Wilstedter Weg;569899.44;5952050.54
16227;Schwarz-Pappel;1986;35;5;14;Wilstedter Weg;569902.25;5952057.64
16229;Schwarz-Pappel;1991;26;3;9;Wilstedter Weg;569904.72;5952063.32
16230;Schwarz-Pappel;1986;41;7;15;Wilstedter Weg;569905.62;5952064.36
16231;Schwarz-Pappel;1989;28;4;14;Wilstedter Weg;569906.06;5952065.00
16232;Schwarz-Pappel;1991;35;6;15;Wilstedter Weg;569906.56;5952066.50
16234;Sand-Birke, Weiß-Birke, Warzen-Birke;1996;23;2;8;Wilstedter Weg;569906.88;5952069.69
16235;Schwarz-Pappel;1989;44;13;16;Wilstedter Weg;569908.87;5952072.51
16237;Schwarz-Pappel;1981;28;9;11;Wilstedter Weg;569910.05;5952076.77
16238;Eiche;1931;70;14;18;Friedrich-Hebbel-Straße;564815.20;5947990.30
16239;Eiche;1936;63;14;16;Friedrich-Hebbel-Straße;564831.30;5947994.94
16240;Blut-Buche, Sämling;1966;44;8;7;Ohlenhoff;563737.95;5947704.63
16241;Blut-Buche, Sämling;1966;45;7;7;Ohlenhoff;563731.03;5947696.30
16242;Blut-Buche, Sämling;1966;43;8;7;Ohlenhoff;563726.80;5947691.22
16243;Blut-Buche, Sämling;1971;33;6;7;Ohlenhoff;563721.55;5947684.56
16244;Spitz-Ahorn;1981;32;6;5;Ohlenhoff;563716.95;5947678.88
16245;Spitz-Ahorn;1993;23;4;5;Ohlenhoff;563713.58;5947675.06
16250;Stiel-Eiche, Sommer-Eiche;1961;42;11;14;Ohlenhoff;563693.84;5947606.41
16253;Eiche;1936;68;15;20;Ohlenhoff;563679.92;5947581.31
16256;Eiche;1936;74;14;21;Ohlenhoff;563666.04;5947555.64
16258;Eiche;1951;55;13;18;Ohlenhoff;563659.37;5947542.59
16260;Eiche;1961;50;9;19;Ohlenhoff;563655.57;5947532.48
16261;Eiche;1966;38;8;16;Ohlenhoff;563655.30;5947531.21
16262;Eiche;1951;52;16;17;Ohlenhoff;563646.79;5947510.81
16263;Eiche;1941;75;13;20;Ohlenhoff;563643.91;5947503.43
16264;Schwarz-Erle, Rot-Erle;1971;46;9;15;Ohlenhoff;563635.00;5947479.22
16265;Eiche;1946;57;15;20;Ohlenhoff;563630.45;5947469.16
16266;Eiche;1961;45;12;21;Ohlenhoff;563628.91;5947466.12
16268;Stiel-Eiche, Sommer-Eiche;1956;49;11;18;Ohlenhoff;563624.36;5947456.79
16269;Eiche;1946;63;14;18;Ohlenhoff;563611.89;5947426.30
16270;Rot-Buche;1971;30;7;18;Ohlenhoff;563608.72;5947417.91
16273;Eiche;1951;59;14;19;Ohlenhoff;563603.71;5947406.76
16274;Eiche;1951;57;13;18;Ohlenhoff;563599.54;5947395.33
16277;Gemeine Hainbuche, Weißbuche;1966;35;7;10;Ohlenhoff;563588.45;5947369.32
16278;Gemeine Hainbuche, Weißbuche;1974;23;6;9;Ohlenhoff;563587.44;5947364.95
16279;Gemeine Hainbuche, Weißbuche;1976;23;7;14;Ohlenhoff;563586.17;5947363.39
16280;Pappel;1986;44;12;20;Ohlenhoff;563584.97;5947359.90
16281;Eiche;1956;49;12;20;Ohlenhoff;563583.91;5947357.51
16282;Gemeine Hainbuche, Weißbuche;1966;35;9;15;Ohlenhoff;563577.08;5947341.09
16283;Eiche;1961;47;11;21;Ohlenhoff;563576.21;5947338.28
16284;Eiche;1971;34;10;19;Ohlenhoff;563575.51;5947336.36
16286;Gemeine Hainbuche, Weißbuche;1986;23;6;10;Ohlenhoff;563573.21;5947332.34
16287;Gemeine Hainbuche, Weißbuche;1974;36;8;14;Ohlenhoff;563569.73;5947324.04
16290;Eiche;1966;38;12;19;Ohlenhoff;563562.21;5947307.93
16291;Eiche;1941;65;14;21;Ohlenhoff;563570.20;5947299.83
16292;Eiche;1956;52;12;23;Ohlenhoff;563558.07;5947306.60
16293;Eiche;1976;31;7;18;Ohlenhoff;563555.71;5947303.44
16294;Eiche;1956;50;12;22;Ohlenhoff;563554.24;5947300.26
16295;Eiche;1981;24;7;20;Ohlenhoff;563552.03;5947300.46
16296;Gemeine Hainbuche, Weißbuche;1961;38;9;15;Ohlenhoff;563546.28;5947314.67
16297;Eiche;1946;57;15;17;Ohlenhoff;563546.00;5947313.36
16298;Eiche;1941;58;1;8;Ohlenhoff;563545.85;5947309.37
16300;Eiche;1936;70;1;8;Ohlenhoff;563543.55;5947301.08
16301;Eiche;1936;65;16;19;Ohlenhoff;563541.34;5947287.94
16302;Eiche;1931;79;17;23;Ohlenhoff;563535.99;5947266.39
16303;Gemeine Hainbuche, Weißbuche;1961;40;8;16;Ohlenhoff;563534.12;5947257.11
16304;Eiche;1931;70;16;22;Ohlenhoff;563531.39;5947245.67
16305;Eiche;1926;85;17;25;Ohlenhoff;563490.54;5947107.96
16306;Eiche;1942;66;12;18;Ohlenhoff;563477.21;5947070.46
16307;Eiche;1931;81;13;23;Ohlenhoff;563474.46;5947062.12
16308;Eiche;1931;68;14;16;Ohlenhoff;563472.24;5947055.83
16309;Eiche;1926;71;14;20;Paulsort;563035.30;5947046.07
16310;Eiche;1951;49;10;20;Paulsort;563010.32;5947061.53
16311;Eiche;1881;106;16;22;Paulsort;562997.09;5947071.33
16312;Eiche;1926;73;14;20;Paulsort;562988.94;5947077.39
16313;Stiel-Eiche, Sommer-Eiche;1921;73;15;22;Paulsort;562974.41;5947087.06
16316;Eiche;1946;57;9;13;Paulsort;562463.66;5947327.81
16318;Stiel-Eiche, Sommer-Eiche;1936;59;10;19;Paulsort;562428.30;5947362.65
16320;Eiche;1946;56;9;18;Paulsort;562389.65;5947448.02
16321;Schwarz-Erle, Rot-Erle;1980;32;8;20;Paulsort;562382.28;5947496.50
16322;Stiel-Eiche, Sommer-Eiche;1985;24;6;20;Paulsort;562381.05;5947506.37
16323;Eiche;1966;36;7;19;Paulsort;562380.28;5947512.88
16324;Eiche;1966;37;6;20;Paulsort;562380.33;5947514.18
16325;Eiche;1931;67;13;14;Paulsort;562360.10;5947593.03
16326;Eiche;1926;69;12;18;Paulsort;562356.55;5947627.13
16327;Eiche;1931;67;9;12;Paulsort;562353.24;5947651.90
16328;Eiche;1921;84;15;17;Paulsort;562350.17;5947670.46
16330;Eiche;1931;72;14;16;Paulsort;562344.04;5947706.30
16331;Eiche;1956;48;12;14;Paulsort;562347.31;5947744.70
16332;Eiche;1941;63;16;19;Paulsort;562345.63;5947755.60
16333;Eiche;1921;78;17;18;Paulsort;562342.29;5947777.22
16334;Eiche;1941;72;12;16;Paulsort;562330.97;5947797.35
16335;Eiche;1946;60;12;15;Paulsort;562339.20;5947817.17
16339;Eiche;1946;55;13;16;Gärtnerstraße;563139.51;5947182.94
16340;Eiche;1941;61;15;18;Gärtnerstraße;563151.48;5947170.61
16341;Eiche;1956;46;12;18;Gärtnerstraße;563159.34;5947163.30
16342;Eiche;1961;41;9;15;Gärtnerstraße;563166.71;5947155.99
16343;Eiche;1951;57;14;15;Gärtnerstraße;563182.99;5947140.85
16344;Eiche;1916;72;16;18;Gärtnerstraße;563176.88;5947134.59
16345;Eiche;1956;47;8;20;Gärtnerstraße;563182.28;5947128.34
16347;Schwarz-Erle, Rot-Erle;1981;35;8;16;Gärtnerstraße;563196.44;5947115.53
16348;Eiche;1951;53;11;17;Gärtnerstraße;563198.05;5947111.79
16349;Eiche;1971;35;9;18;Gärtnerstraße;563214.42;5947110.44
16350;Eiche;1956;46;8;15;Gärtnerstraße;563218.65;5947106.35
16351;Eiche;1931;67;17;19;Gärtnerstraße;563220.01;5947104.90
16352;Schwarz-Erle, Rot-Erle;1981;32;5;16;Gärtnerstraße;563211.18;5947098.19
16353;Schwarz-Erle, Rot-Erle;1981;33;7;14;Gärtnerstraße;563208.13;5947102.79
16356;Eiche;1961;43;5;13;Gärtnerstraße;563206.35;5947051.71
16357;Eiche;1936;74;16;19;Gärtnerstraße;563217.30;5947046.20
16358;Schwarz-Erle, Rot-Erle;1971;41;8;9;Gärtnerstraße;563221.59;5947044.41
16359;Eiche;1986;27;5;9;Gärtnerstraße;563230.80;5947040.17
16361;Eiche;1936;67;14;17;Gärtnerstraße;563291.52;5947023.73
16362;Eiche;1936;60;14;18;Gärtnerstraße;563305.59;5947017.83
16363;Eiche;1961;52;10;16;Gärtnerstraße;563312.67;5947014.56
16366;Eiche;1941;72;14;17;Gärtnerstraße;563736.74;5946733.31
16367;Eiche;1956;47;14;20;Gärtnerstraße;563757.62;5946650.83
16368;Eiche;1936;69;15;18;Gärtnerstraße;563757.62;5946648.87
16369;Berg-Ahorn, Wald-Ahorn;1971;46;8;15;Gärtnerstraße;563767.26;5946569.44
16370;Blut-Buche, Sämling;1946;52;9;14;Gärtnerstraße;563768.71;5946562.16
16372;Eiche;1916;84;16;18;Gärtnerstraße;563757.30;5946532.46
16375;Gemeine Esche, Gewöhnliche Esche;1981;31;6;9;Halloh;563279.71;5947401.40
16376;Eiche;1936;72;14;20;Halloh;563254.18;5947410.69
16377;Gemeine Hainbuche, Weißbuche;1966;36;10;11;Halloh;563239.06;5947399.70
16379;Eiche;1976;33;8;9;Halloh;563218.88;5947375.14
16380;Eiche;1956;53;15;20;Halloh;563207.77;5947378.52
16381;Eiche;1941;67;14;19;Halloh;563200.20;5947371.40
16382;Eiche;1976;36;9;14;Halloh;563204.41;5947361.02
16383;Eiche;1971;39;10;14;Halloh;563200.40;5947355.37
16384;Eiche;1971;46;12;14;Halloh;563195.16;5947348.84
16385;Eiche;1941;66;13;18;Halloh;563178.04;5947343.55
16386;Rot-Buche;1946;63;14;19;Halloh;563171.43;5947330.99
16387;Eiche;1941;59;13;16;Halloh;563161.51;5947314.02
16388;Eiche;1931;68;16;16;Halloh;563156.43;5947295.90
16389;Eiche;1951;57;13;14;Halloh;563152.76;5947277.94
16390;Birke, Art unbekannt;1986;28;5;12;Halloh;563135.95;5947248.27
16391;Birke, Art unbekannt;1971;46;10;15;Halloh;563135.77;5947247.06
16392;Birke, Art unbekannt;1981;39;8;14;Halloh;563129.52;5947231.23
16393;Birke, Art unbekannt;1981;32;8;13;Halloh;563127.51;5947226.32
16394;Birke, Art unbekannt;1986;35;7;15;Halloh;563127.39;5947225.49
16395;Birke, Art unbekannt;1981;36;8;13;Halloh;563123.29;5947214.97
16396;Birke, Art unbekannt;1976;41;9;14;Halloh;563121.61;5947210.45
16398;Eiche;1966;64;14;13;Halloh;563085.71;5947126.00
16399;Eiche;1966;42;8;10;Halloh;563108.14;5947119.21
16400;Eiche;1956;52;9;11;Halloh;563103.76;5947108.83
16401;Gemeine Eberesche, Vogelbeerbaum, Nordirische Eberesche;1986;17;4;5;Halloh;563072.30;5947092.98
16403;Eiche;1976;35;10;12;Halloh;563064.91;5947078.32
16404;Birke, Art unbekannt;1986;29;9;16;Halloh;563064.17;5947073.59
16405;Bruch-Weide, Knack-Weide;1993;29;12;15;Halloh;563058.79;5947062.29
16406;Birke, Art unbekannt;1986;27;7;16;Halloh;563055.03;5947053.36
16407;Eiche;1956;48;9;16;Halloh;563037.29;5947041.96
16408;Eiche;1926;70;10;15;Halloh;563025.37;5946985.56
16410;Eiche;1901;93;12;20;Halloh;563014.21;5946951.95
16411;Eiche;1941;57;11;18;Halloh;563011.04;5946943.74
16414;Eiche;1931;65;12;16;Halloh;563002.73;5946930.54
16415;Eiche;1946;59;12;16;Halloh;562977.34;5946892.45
16416;Eiche;1916;89;17;15;Halloh;562953.94;5946857.39
16417;Birke, Art unbekannt;1981;35;11;19;Halloh;562953.38;5946841.74
16418;Birke, Art unbekannt;1981;30;10;18;Halloh;562949.30;5946837.25
16420;Eiche;1916;84;18;19;Halloh;562928.97;5946827.76
16421;Eiche;1971;43;11;15;Halloh;562936.47;5946821.09
16423;Eiche;1966;43;9;15;Halloh;562928.84;5946812.52
16424;Eiche;1911;89;20;19;Halloh;562915.24;5946812.29
16425;Eiche;1941;58;14;19;Halloh;562912.02;5946808.82
16426;Eiche;1901;78;17;18;Halloh;562900.30;5946795.73
16427;Eiche;1926;79;18;20;Halloh;562881.64;5946775.15
16428;Eiche;1941;62;12;16;Halloh;562864.24;5946759.95
16429;Eiche;1931;71;15;16;Halloh;562853.52;5946752.95
16430;Eiche;1906;94;17;19;Halloh;562845.51;5946747.52
16431;Eiche;1916;95;17;22;Halloh;562834.37;5946740.40
16432;Eiche;1896;101;18;22;Halloh;562811.59;5946725.21
16433;Eiche;1941;64;9;16;Halloh;562805.57;5946721.20
16434;Eiche;1941;60;8;13;Halloh;562796.30;5946714.48
16435;Eiche;1921;78;17;20;Halloh;562765.44;5946701.01
16436;Eiche;1956;54;14;18;Halloh;562757.22;5946694.05
16438;Eiche;1921;77;17;17;Halloh;562704.66;5946650.91
16439;Sand-Birke, Weiß-Birke, Warzen-Birke;1986;25;5;12;Halloh;562712.72;5946631.45
16441;Schwarz-Erle, Rot-Erle;1986;26;5;12;Halloh;562704.70;5946625.58
16442;Schwarz-Erle, Rot-Erle;1981;32;6;14;Halloh;562703.84;5946624.73
16443;Eiche;1936;66;13;14;Halloh;562687.80;5946636.34
16444;Eiche;1926;71;15;17;Halloh;562676.12;5946626.66
16445;Eiche;1941;62;15;19;Halloh;562672.81;5946623.47
16446;Eiche;1896;97;18;22;Halloh;562635.65;5946592.29
16447;Schwarz-Erle, Rot-Erle;1981;35;7;19;Halloh;562648.28;5946579.89
16448;Schwarz-Erle, Rot-Erle;1986;25;6;19;Halloh;562646.85;5946578.72
16449;Schwarz-Erle, Rot-Erle;1981;31;6;18;Halloh;562645.32;5946577.36
16450;Schwarz-Erle, Rot-Erle;1986;24;5;17;Halloh;562643.70;5946575.90
16451;Schwarz-Erle, Rot-Erle;1981;31;6;18;Halloh;562641.21;5946573.74
16452;Schwarz-Erle, Rot-Erle;1981;32;6;17;Halloh;562639.71;5946572.37
16453;Schwarz-Erle, Rot-Erle;1981;31;6;18;Halloh;562636.19;5946569.99
16454;Schwarz-Erle, Rot-Erle;1981;28;6;18;Halloh;562635.89;5946569.76
16456;Eiche;1911;85;16;20;Halloh;562618.48;5946577.84
16457;Eiche;1921;75;15;20;Halloh;562604.10;5946565.59
16458;Eiche;1926;75;14;20;Halloh;562593.36;5946556.70
16459;Schwarz-Erle, Rot-Erle;1986;27;5;18;Halloh;562631.08;5946565.23
16460;Schwarz-Erle, Rot-Erle;1981;28;6;20;Halloh;562630.58;5946564.82
16461;Schwarz-Erle, Rot-Erle;1981;29;8;20;Halloh;562626.12;5946560.56
16462;Schwarz-Erle, Rot-Erle;1971;38;8;20;Halloh;562624.69;5946559.66
16463;Schwarz-Erle, Rot-Erle;1971;44;8;19;Halloh;562614.51;5946551.58
16464;Schwarz-Erle, Rot-Erle;1981;31;9;22;Halloh;562613.63;5946550.63
16465;Schwarz-Erle, Rot-Erle;1981;27;6;20;Halloh;562611.32;5946548.56
16467;Schwarz-Erle, Rot-Erle;1981;34;10;21;Halloh;562607.59;5946545.01
16471;Schwarz-Erle, Rot-Erle;1986;28;8;17;Halloh;562598.26;5946537.25
16472;Schwarz-Erle, Rot-Erle;1985;30;7;14;Halloh;562597.09;5946536.20
16474;Schwarz-Erle, Rot-Erle;1981;31;6;16;Halloh;562589.83;5946530.16
16475;Schwarz-Erle, Rot-Erle;1976;38;9;19;Halloh;562569.43;5946513.89
16477;Eiche;1931;71;10;18;Halloh;562565.73;5946533.45
16478;Eiche;1911;83;14;18;Halloh;562557.88;5946526.43
16479;Eiche;1951;55;11;18;Halloh;562552.08;5946522.35
16480;Eiche;1951;50;9;18;Halloh;562550.02;5946520.02
16481;Eiche;1911;82;17;20;Halloh;562540.81;5946512.72
16483;Eiche;1911;85;19;21;Halloh;562521.87;5946497.05
16484;Eiche;1956;48;8;16;Halloh;562513.82;5946490.20
16485;Eiche;1911;79;18;20;Halloh;562505.52;5946483.82
16486;Eiche;1931;67;16;19;Halloh;562495.74;5946476.06
16487;Eiche;1911;89;16;18;Stöckertwiete;563386.44;5947479.63
16488;Schwarz-Erle, Rot-Erle;1976;38;13;20;Stöckertwiete;563332.22;5947562.05
16489;Schwarz-Erle, Rot-Erle;1976;34;11;21;Stöckertwiete;563327.71;5947566.77
16490;Schwarz-Erle, Rot-Erle;1986;27;9;21;Stöckertwiete;563323.23;5947569.59
16491;Eiche;1931;67;13;21;Stöckertwiete;563312.43;5947572.49
16494;Eiche;1976;30;5;14;Stöckertwiete;563254.37;5947590.10
16495;Eiche;1966;40;10;16;Stöckertwiete;563253.02;5947600.65
16496;Eiche;1986;22;5;14;Stöckertwiete;563253.17;5947601.68
16497;Schwarz-Erle, Rot-Erle;1986;30;8;19;Stöckertwiete;563254.39;5947605.00
16498;Eiche;1956;52;10;18;Stöckertwiete;563255.12;5947607.35
16500;Sal-Weide;2001;14;4;5.5;Stöckertwiete;563272.54;5947654.88
16501;Eiche;1936;62;14;15;Stöckertwiete;563277.44;5947663.37
16504;Eiche;1933;67;12;14;Styhagen;564378.87;5949104.83
16510;Eiche;1893;116;17;20;Styhagen;564326.01;5949167.30
16511;Gemeine Hainbuche, Weißbuche;1968;40;8;9;Styhagen;564318.71;5949174.86
16512;Gemeine Hainbuche, Weißbuche;1968;42;9;13;Styhagen;564318.14;5949175.63
16513;Gemeine Hainbuche, Weißbuche;1972;37;8;13;Styhagen;564310.49;5949183.39
16514;Eiche;1914;82;14;21;Styhagen;564295.25;5949197.36
16515;Eiche;1976;28;7;10;Styhagen;564250.71;5949216.36
16516;Birke, Art unbekannt;1981;31;5;18;Styhagen;564248.67;5949217.45
16517;Eiche;1973;30;6;10;Styhagen;564242.40;5949221.22
16518;Eiche;1968;40;8;13;Styhagen;564234.67;5949225.85
16519;Eiche;1957;48;9;16;Styhagen;564232.87;5949227.34
16520;Eiche;1980;28;8;13;Styhagen;564231.31;5949227.74
16521;Eiche;1970;32;8;13;Styhagen;564229.90;5949228.61
16522;Eiche;1951;53;12;14;Styhagen;563672.46;5949844.25
16525;Ulme;1976;38;7;10;Lehmkuhlen;563707.49;5949882.41
16526;Gemeine Hainbuche, Weißbuche;1966;36;8;13;Schwarzer Weg;564291.87;5947738.63
16527;Gemeine Hainbuche, Weißbuche;1970;39;8;15;Schwarzer Weg;564292.17;5947737.04
16528;Gemeine Hainbuche, Weißbuche;1970;19;5;14;Schwarzer Weg;564292.71;5947735.73
16529;Gemeine Hainbuche, Weißbuche;1976;27;4;12;Schwarzer Weg;564294.71;5947731.30
16530;Gemeine Hainbuche, Weißbuche;1971;31;6;14;Schwarzer Weg;564294.86;5947730.99
16531;Gemeine Hainbuche, Weißbuche;1981;24;4;10;Schwarzer Weg;564294.97;5947730.17
16534;Stiel-Eiche, Sommer-Eiche;1956;47;10;18;Schwarzer Weg;564299.77;5947717.89
16535;Stiel-Eiche, Sommer-Eiche;1971;32;5;14;Schwarzer Weg;564301.27;5947714.54
16536;Stiel-Eiche, Sommer-Eiche;1936;66;12;20;Schwarzer Weg;564317.96;5947678.96
16538;Stiel-Eiche, Sommer-Eiche;1921;82;13;12;Schwarzer Weg;564415.93;5947540.03
16539;Stiel-Eiche, Sommer-Eiche;1941;65;14;13;Schwarzer Weg;564484.85;5947449.16
16540;Stiel-Eiche, Sommer-Eiche;1896;103;18;19;Schwarzer Weg;564562.67;5947366.71
16542;Vogel-Kirsche;1976;36;7;7;Gutenbergring;565161.60;5946036.96
16543;Schwarz-Erle, Rot-Erle;1966;48;11;16;Gutenbergring;565166.10;5946033.04
16544;Schwarz-Erle, Rot-Erle;1966;44;8;12;Gutenbergring;565169.15;5946035.34
16545;Ungarische Eiche;1990;44;6;13;Gutenbergring;565179.82;5946035.80
16546;Schwarz-Erle, Rot-Erle;1976;47;8;13;Gutenbergring;565184.61;5946035.08
16547;Schwarz-Erle, Rot-Erle;1971;40;14;15;Gutenbergring;565189.78;5946035.35
16548;Sand-Birke, Weiß-Birke, Warzen-Birke;1981;36;9;15;Gutenbergring;565191.84;5946032.47
16560;Schwarz-Erle, Rot-Erle;1961;52;12;19;Gutenbergring;565262.10;5946036.42
16564;Schwarz-Erle, Rot-Erle;1971;50;9;20;Gutenbergring;565268.89;5946036.59
16569;Schwarz-Erle, Rot-Erle;1971;44;12;21;Gutenbergring;565272.39;5946036.68
16573;Schwarz-Erle, Rot-Erle;1976;37;6;19;Gutenbergring;565276.40;5946036.32
16574;Schwarz-Erle, Rot-Erle;1971;39;6;19;Gutenbergring;565278.30;5946036.37
16579;Schwarz-Erle, Rot-Erle;1966;47;12;16;Gutenbergring;565283.15;5946036.49
16581;Stiel-Eiche, Sommer-Eiche;1961;46;12;13;In de Tarpen;564993.58;5946745.43
16582;Stiel-Eiche, Sommer-Eiche;1961;43;9;10;In de Tarpen;564985.10;5946745.99
16584;Stiel-Eiche, Sommer-Eiche;1966;38;7;15;In de Tarpen;564974.59;5946747.91
16585;Stiel-Eiche, Sommer-Eiche;1966;40;8;15;In de Tarpen;564973.54;5946746.63
16586;Stiel-Eiche, Sommer-Eiche;1951;57;15;18;In de Tarpen;564966.73;5946748.05
16587;Stiel-Eiche, Sommer-Eiche;1961;47;14;16;In de Tarpen;564958.78;5946749.18
16588;Stiel-Eiche, Sommer-Eiche;1956;50;14;15;In de Tarpen;564952.11;5946751.61
16589;Stiel-Eiche, Sommer-Eiche;1966;41;9;15;In de Tarpen;564953.72;5946760.72
16590;Stiel-Eiche, Sommer-Eiche;1966;40;13;16;In de Tarpen;564946.13;5946763.22
16591;Stiel-Eiche, Sommer-Eiche;1931;71;14;18;In de Tarpen;564944.05;5946753.53
16592;Stiel-Eiche, Sommer-Eiche;1961;44;9;16;In de Tarpen;564938.33;5946755.08
16594;Stiel-Eiche, Sommer-Eiche;1961;51;13;17;In de Tarpen;564920.82;5946761.24
16595;Stiel-Eiche, Sommer-Eiche;1956;49;12;15;In de Tarpen;564916.33;5946762.54
16596;Amerikanische Rot-Eiche, Rot-Eiche;1966;37;9;11;In de Tarpen;564908.80;5946765.34
16598;Stiel-Eiche, Sommer-Eiche;1946;62;15;17;In de Tarpen;564876.38;5946776.75
16600;Stiel-Eiche, Sommer-Eiche;1951;54;13;19;In de Tarpen;564788.57;5946801.72
16601;Stiel-Eiche, Sommer-Eiche;1926;79;13;21;In de Tarpen;564774.58;5946799.41
16602;Stiel-Eiche, Sommer-Eiche;1951;50;14;16;In de Tarpen;564752.73;5946797.99
16603;Gemeine Hainbuche, Weißbuche;1971;30;7;13;In de Tarpen;564745.93;5946797.38
16604;Stiel-Eiche, Sommer-Eiche;1911;89;18;19;In de Tarpen;564733.95;5946796.42
16605;Stiel-Eiche, Sommer-Eiche;1926;82;14;21;In de Tarpen;564734.87;5946787.79
16606;Stiel-Eiche, Sommer-Eiche;1931;72;13;18;In de Tarpen;564716.47;5946794.97
16607;Stiel-Eiche, Sommer-Eiche;1946;53;9;17;In de Tarpen;564714.12;5946796.21
16608;Eiche;1936;67;16;14;Friedrich-Hebbel-Straße;564559.81;5947685.08
16609;Eiche;1896;94;13;17;Friedrich-Hebbel-Straße;564532.70;5947661.28
16611;Eiche;1981;31;6;9;Friedrich-Hebbel-Straße;564518.33;5947604.45
16612;Eiche;1951;54;9;16;Friedrich-Hebbel-Straße;564514.61;5947591.31
16613;Eiche;1952;52;12;17;Friedrich-Hebbel-Straße;564513.03;5947589.62
16614;Eiche;1951;51;12;16;Friedrich-Hebbel-Straße;564511.84;5947586.95
16615;Stiel-Eiche, Sommer-Eiche;1896;105;15;17;Friedrich-Hebbel-Straße;564501.16;5947570.21
16616;Eiche;1926;76;14;17;Friedrich-Hebbel-Straße;564494.39;5947558.21
16617;Eiche;1951;57;11;18;Friedrich-Hebbel-Straße;564487.51;5947549.16
16618;Stiel-Eiche, Sommer-Eiche;1945;61;11;18;Friedrich-Hebbel-Straße;564484.20;5947546.00
16619;Eiche;1916;81;14;15;Friedrich-Hebbel-Straße;564454.16;5947509.49
